,Lat,Lng,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Rural,Marital_Married,Marital_Separated,Marital_NeverMarried,Marital_Divorced,Gender_Female,Gender_Nonbinary,Contract_Oneyear,Contract_TwoYear,InternetService_DSL,InternetService_None,PaymentMethod_BankTransferautomatic,PaymentMethod_MailedCheck,PaymentMethod_ElectronicCheck
118,42.37724,-76.94575,4210,3,61,64222.21,5.785085772,16,1,1,0,1,0,1,0,0,0,0,0,0,1,0,7.120096362999999,127.44206899999999,1290.737183,4,3,4,5,3,5,4,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
119,33.7683,-82.2322,155,0,38,11014.98,9.062879297,11,2,0,1,0,0,1,0,0,1,0,1,1,1,0,9.344886869,210.138,1403.270091,4,4,4,4,3,4,4,4,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
120,34.195440000000005,-118.13796,37711,4,28,21172.49,16.54443477,13,1,0,1,0,0,1,1,0,1,0,0,0,0,1,22.37815032,147.45641899999998,2603.903672,5,4,5,2,3,4,4,3,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
121,42.29251,-91.53608,1800,3,44,26130.78,4.539566699,8,2,0,0,1,1,1,1,0,1,1,0,1,1,1,4.799514433,242.65729100000001,1256.287854,4,4,2,3,3,4,5,5,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
122,40.71569,-79.748,8028,1,65,36478.21,7.251198724,14,2,0,1,0,1,1,0,0,1,0,1,0,0,1,10.04672315,114.983787,980.9935923,2,2,3,4,3,3,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
123,26.57593,-81.94532,31859,3,35,54533.63,8.943293567000001,15,2,1,0,1,1,1,0,0,0,1,0,1,1,1,8.156552837000001,187.656013,1347.869205,4,4,4,3,4,3,3,4,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
124,41.24042,-80.84612,16101,2,31,37103.18,12.57884215,9,3,1,0,1,0,1,1,0,0,1,0,1,0,0,7.992791229,149.991327,1127.267848,2,2,3,5,5,1,2,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
125,28.33597,-82.20146,20449,2,34,74679.84,11.64836306,11,0,1,1,1,1,1,1,0,0,0,0,0,0,0,7.231032028,124.960655,1269.836202,4,3,3,3,4,5,4,4,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
126,41.51534,-76.97577,161,2,68,95028.57,6.076260652,13,0,0,0,1,1,1,1,0,0,1,0,1,1,1,4.6276720419999995,220.161527,1038.7453779999998,3,3,3,3,4,3,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
127,41.8364,-72.46061,29210,0,62,34281.1,11.75681641,9,0,0,0,0,0,0,1,0,1,1,1,0,0,0,10.05306287,172.48852,1531.155367,5,5,4,2,5,3,4,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
128,42.11139,-88.99956,821,0,52,36240.81,9.173739977,14,0,1,0,1,1,1,0,1,0,1,1,0,0,0,4.171044392,120.004928,991.2441024,4,4,5,3,3,4,4,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
131,33.75973,-85.81881,5529,8,66,12995.68,11.36323648,12,1,1,0,1,0,1,0,0,0,0,1,0,1,1,2.730250735,159.951231,577.1157824000001,3,3,3,6,3,6,5,4,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
132,42.763909999999996,-71.4071,25328,1,70,77531.43,2.310584634,14,1,0,0,1,0,1,1,0,1,0,1,1,0,0,8.574901206,184.949594,1442.9748769999999,2,3,2,4,4,2,1,3,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
133,43.42122,-76.09223,3736,3,41,87354.99,5.290318715,10,0,0,0,1,0,1,1,0,0,1,0,1,1,1,9.743201772,252.63780699999998,1577.208717,5,5,3,4,4,4,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
134,46.21378,-95.61021,610,2,59,76567.85,5.258274954,8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,9.482919033,112.455141,886.9398743999999,4,5,4,4,4,4,5,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
135,39.226009999999995,-75.66854000000001,34,1,46,30663.52,7.157580014,12,0,0,0,0,0,1,1,0,1,1,0,0,0,1,8.447988841,179.97935800000002,1065.0644300000001,4,3,4,4,5,2,3,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
136,36.45915,-77.5707,3199,3,70,122957.19,2.120350511,17,0,0,0,1,1,1,1,0,1,0,0,0,1,1,6.365998533,202.443347,951.886985,3,3,3,4,3,4,3,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
138,35.72895,-98.7404,1750,4,75,74638.78,6.547676875,10,3,1,0,0,0,0,1,1,0,1,0,1,1,1,14.64011644,255.155493,1925.9117219999998,3,3,4,4,3,4,2,5,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
139,37.04672,-83.47218000000001,1076,0,26,32652.3,7.410590719,9,0,1,1,0,1,1,1,0,0,1,1,1,0,0,11.71637124,174.976769,1805.0112980000001,5,4,5,4,4,4,4,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
140,41.924929999999996,-88.88861,1692,4,25,63650.54,11.39765385,8,1,1,0,1,0,1,1,0,0,1,1,0,0,1,4.13273503,169.992756,700.7343179,4,3,4,3,4,3,3,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
141,28.80493,-96.98473,43123,1,84,28622.6,11.29945603,14,1,0,0,0,0,1,1,0,1,0,0,1,0,1,2.887429547,192.44043200000002,513.237305,4,5,3,4,4,2,4,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
142,41.07608,-74.59774,2396,3,69,50252.79,11.30748265,15,0,2,0,0,1,1,0,0,1,1,0,0,1,0,3.303030246,182.460772,717.3876564,4,4,4,5,2,4,4,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
143,32.45432,-100.36402,12914,3,31,19800.81,10.31551212,11,2,1,0,0,1,1,0,0,0,1,0,0,1,0,5.15825129,139.965008,1313.492851,5,5,5,4,2,3,4,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
145,40.441720000000004,-74.84013,5157,8,75,36342.31,15.40917963,15,2,0,0,0,0,1,1,0,1,1,1,1,0,0,2.7331092339999996,217.472533,882.1160656,5,4,4,4,3,5,5,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
146,44.11271,-94.89317,828,1,74,48715.53,11.9664542,17,1,0,0,1,1,1,0,0,1,0,1,1,1,1,3.180102025,210.138,724.7803356000001,2,2,3,4,2,2,3,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
147,41.54231,-74.35823,98,1,49,23204.98,10.18046877,10,2,0,0,0,0,0,0,0,0,0,1,0,0,1,15.85983755,104.964303,1829.270014,5,4,5,2,4,5,4,3,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
148,40.355920000000005,-80.24823,15671,1,47,35302.52,14.01485542,16,1,1,0,0,0,1,1,0,1,0,0,1,1,0,11.73724209,262.610632,1668.1991189999999,2,3,2,4,4,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
149,44.02608,-75.85861,2229,4,20,54895.16,14.62784306,17,2,0,0,1,1,1,0,1,1,0,1,0,1,0,7.006240694,152.488401,1124.353152,6,5,5,3,6,4,4,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
150,43.71022,-123.95642,4982,2,26,60398.06,10.90517581,10,2,0,0,0,0,1,1,1,0,0,1,0,1,0,5.562130367000001,174.974431,1316.239744,3,3,3,3,3,3,5,3,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
151,34.17123,-118.32382,18575,2,72,8115.88,8.894475174,8,0,1,0,0,0,1,0,0,0,0,1,1,1,1,14.53027663,220.11851600000003,1637.201426,2,3,3,5,3,4,4,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
152,41.76336,-72.72717,15715,1,41,33858.66,10.50187888,13,0,0,1,0,1,1,0,1,1,0,0,1,0,0,5.905906389,162.452604,951.8524405999999,5,5,4,3,5,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
153,31.309690000000003,-91.60794,6252,3,26,29950.47,12.34250072,12,2,1,0,1,1,1,1,1,1,0,0,0,1,1,3.260462654,184.96103300000001,1248.097652,3,4,3,3,4,4,4,4,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
154,32.11472,-89.22514,3834,4,55,49421.69,10.29380879,12,3,0,0,1,0,1,1,1,1,1,0,0,1,1,18.91276578,217.48397200000002,2220.255405,4,4,3,5,4,3,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
155,34.15607,-117.40417,19556,1,46,11061.05,8.512650562000001,11,2,1,0,1,0,1,0,0,0,0,1,1,1,0,14.25617986,220.11851600000003,1669.202417,3,4,4,4,2,5,3,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
156,42.00853,-87.69481,47732,0,87,15388.32,7.82671592,13,1,2,1,1,0,1,0,0,0,0,1,1,1,1,7.983887266,187.642236,990.0555075999999,4,4,3,3,4,4,4,2,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
158,38.01464,-83.76565,69,0,81,47877.81,11.40449185,12,0,0,0,0,0,1,1,0,0,1,0,1,1,1,19.95277818,252.63780699999998,2190.259876,4,4,4,4,5,3,4,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
159,40.75225,-73.37595999999999,15033,0,83,46154.17,10.44249511,13,1,0,0,1,0,1,0,1,1,1,1,0,0,0,14.85781115,130.024412,1445.7527810000001,3,4,4,1,3,4,4,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
160,42.09364,-88.77654,2673,0,50,107111.8,15.38627887,12,2,0,0,0,0,1,0,1,0,1,0,0,1,0,2.600063739,162.48269399999998,528.6553088000001,3,3,2,3,4,4,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
161,43.55141,-93.22052,1879,3,87,10403.59,10.68024546,13,2,1,0,1,0,1,1,0,0,1,0,1,0,1,11.92299244,182.46760700000002,1296.481055,4,3,4,3,4,3,4,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
162,42.57963,-110.84468999999999,358,3,76,22412.6,10.62439366,13,0,0,0,1,0,1,0,0,1,0,0,1,0,1,5.972864167000001,139.93491799999998,1195.3930369999998,2,3,4,4,3,3,1,3,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0
163,41.70628,-83.6037,32653,6,25,19476.27,10.91642397,13,1,0,1,0,0,1,0,0,0,1,1,1,1,0,10.87555535,200.165175,1700.121992,2,2,3,2,5,4,4,3,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
164,43.56677,-114.3155,10398,3,34,96382.76,8.580626195,14,0,0,0,1,0,1,0,1,0,1,1,1,1,0,16.00330155,202.682861,2120.673828,2,2,3,4,1,4,4,4,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
165,47.497409999999995,-97.28184,2081,1,46,28022.56,8.996933306,11,0,1,0,1,0,1,0,0,0,0,1,0,1,0,12.63074989,159.951231,1238.421347,4,5,5,2,3,5,4,5,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
166,31.415509999999998,-85.91877,3410,1,73,35478.4,7.602570192000001,7,2,0,0,1,0,1,0,0,0,0,1,1,0,1,8.494439199999999,149.948316,847.110799,4,3,2,3,5,2,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
167,38.21615,-78.2303,377,8,57,10155.51,9.217689334,12,1,1,0,1,0,1,0,1,0,0,0,0,1,1,8.044444101,149.959755,1112.9371019999999,5,6,4,4,3,5,5,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
168,34.92588,-82.4386,1917,3,58,87537.25,9.591529443999999,14,0,1,0,1,1,1,1,0,0,0,1,0,0,0,12.07358377,137.469817,1623.045026,2,3,3,4,2,4,3,5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
169,42.03008,-76.35403000000001,2482,4,70,34112.1,13.36027908,12,0,0,0,1,0,1,0,0,0,1,0,1,1,1,10.21634248,187.656013,1479.7301810000001,4,2,3,4,4,3,4,4,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
172,42.84308,-93.62003,3066,0,38,49277.48,12.81260566,10,1,0,0,0,0,1,1,1,0,0,0,1,0,1,19.48900163,172.462354,1974.7800539999998,4,4,4,5,2,4,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
173,31.204259999999998,-92.37751,13365,0,26,37297.82,3.7672989869999998,11,0,0,0,0,0,1,1,0,1,0,1,1,0,0,10.01771765,204.949594,1261.177198,2,2,4,4,4,5,4,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
174,26.673470000000002,-99.10304000000001,207,2,44,14928.96,17.56798903,14,2,0,0,1,0,1,0,0,1,1,0,0,0,0,7.34059599,147.47384399999999,939.7181324,3,4,4,2,4,3,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
175,34.14454,-118.2565,689,3,66,24702.68,11.2369761,11,3,2,1,0,0,1,0,0,0,1,1,1,0,0,12.64742067,162.471255,1357.062854,4,4,3,4,4,4,5,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
176,30.568579999999997,-87.90401,99,1,58,87535.71,8.54892416,15,0,1,0,1,0,1,0,1,0,0,0,1,0,0,8.850426838999999,119.95683999999999,1456.887443,3,2,3,3,4,2,3,3,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
177,46.94406,-102.45833,509,6,51,63166.87,6.0941099020000005,11,2,0,0,0,0,1,0,0,0,0,0,1,1,0,3.701557118,207.609354,937.5863866000001,3,4,4,3,4,4,3,4,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0
178,46.23146,-93.83415,933,4,34,11856.81,13.9077275,14,1,0,0,0,0,1,1,0,1,1,1,0,1,1,2.976033785,194.999168,830.1193011,3,2,3,3,4,4,3,4,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0
179,42.42018,-72.10615,4991,0,87,27326.79,7.905333122,14,1,0,0,1,0,1,0,1,1,1,0,1,0,1,5.522376826,174.975543,737.8564607999999,3,4,2,3,4,4,4,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
180,36.50308,-79.09174,1579,1,67,12779.23,12.53830949,9,2,1,0,1,0,1,1,0,0,0,0,1,1,0,15.64596698,240.11486800000003,1781.8548620000001,3,4,4,3,3,5,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
181,38.31387,-85.76895999999999,19669,4,59,25519.91,12.821941800000001,12,1,1,0,0,1,1,1,0,0,0,0,1,1,1,23.00764441,240.11486800000003,2464.5774890000002,4,3,3,4,3,4,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
182,36.73949,-83.44596,530,7,23,46871.21,8.941553742,10,0,0,0,1,0,1,0,0,1,1,1,0,0,1,17.24924155,139.98300600000002,2392.203409,5,4,5,5,1,6,5,5,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
183,36.20595,-105.70693,1469,0,42,77383.72,10.51043963,12,0,0,0,1,0,1,1,0,0,0,0,1,1,1,13.01107597,240.11486800000003,1664.19271,3,4,4,2,4,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,42.84506,-75.38218,324,1,24,47395.3,11.86384439,11,3,0,0,1,0,1,1,1,1,1,1,0,1,1,5.1040822089999995,209.993134,1433.616898,4,4,3,4,4,4,3,3,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0
185,42.85933,-84.92965,10482,2,81,90977.74,10.76051016,10,3,0,0,1,1,1,1,0,1,0,0,0,0,0,3.5214999239999996,147.45641899999998,823.4933242999999,4,4,2,2,4,3,3,4,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
188,42.376670000000004,-77.36652,241,1,70,51721.64,10.05388383,12,2,0,0,1,0,1,0,0,0,0,0,0,0,0,5.587484456,79.978861,418.62068849999997,4,3,1,2,5,3,4,3,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
189,40.43606,-81.37021,673,0,87,41531.03,7.045552801,13,2,0,0,1,1,1,0,1,0,1,0,0,1,1,7.007695148,142.48269399999998,1181.9918460000001,5,4,3,4,4,4,3,4,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
190,31.412979999999997,-83.32722,2649,0,46,33504.8,8.957297136000001,14,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1.408375942,117.439154,733.4036934,4,4,5,4,5,4,4,3,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
191,38.38074,-97.52213,1655,8,56,34197.3,15.74015572,14,2,1,0,1,1,1,0,0,0,1,0,1,1,1,11.64983735,220.132293,1719.173387,5,6,4,4,2,3,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
192,38.55253,-82.73701,1598,4,44,11518.58,13.41209586,11,3,0,1,0,0,1,0,1,1,0,0,0,1,1,2.964559883,152.45551899999998,1205.956363,2,2,1,5,3,4,4,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
193,33.88987,-102.33544,6658,0,33,31065.17,14.89835355,9,2,1,0,0,0,1,0,1,1,0,1,1,0,0,10.25635754,174.96176599999998,1261.0327630000002,4,3,4,4,3,3,5,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
194,46.12873,-89.85899,823,0,19,32097.17,13.62135046,14,1,1,0,1,0,1,1,0,1,0,0,0,1,1,3.892407013,202.443347,741.7766988,3,3,3,2,3,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
195,38.37332,-82.26406999999999,13287,1,31,23424.88,14.95912113,12,2,1,0,1,0,1,0,1,0,0,0,1,1,0,3.2269967110000004,210.12704,932.6084358999999,4,4,4,2,4,4,4,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
196,46.3964,-92.88292,2394,1,34,35988.24,11.741245,9,0,0,0,0,1,1,0,1,1,0,0,0,1,0,15.87685513,139.97923899999998,1708.614019,5,5,5,6,2,5,6,5,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
197,40.49343,-82.5764,9295,4,43,35539.7,7.765121655,11,0,1,0,1,1,1,0,0,0,1,0,0,1,0,5.874064017,139.965008,1363.5860300000002,5,5,3,4,4,3,2,5,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
198,48.00013,-118.9525,315,1,82,27959.34,7.130431692999999,5,1,0,0,0,1,1,0,0,0,0,0,1,0,1,3.7563592760000004,137.439154,472.10570189999993,2,2,3,5,3,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
199,45.13399999999999,-67.22399999999999,2998,6,36,52232.97,8.359515606,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2.905283283,102.474625,558.2340556,2,2,1,5,4,3,4,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
200,45.29278,-96.16591,178,1,48,18198.59,9.42799205,17,3,0,0,1,1,1,1,0,0,1,0,1,1,1,1.474810061,252.63780699999998,815.194738,4,3,4,3,3,3,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
201,37.94084,-78.65369,1423,0,52,16851.94,10.95510131,11,0,1,0,1,1,1,1,0,1,1,1,0,1,1,18.56165869,194.999168,2007.3036170000003,4,2,3,4,2,5,4,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
202,32.14053,-106.61285,1935,1,35,16440.05,10.8621377,16,1,0,0,1,0,1,1,0,1,0,0,1,1,0,12.39088509,242.61063199999998,2088.48083,5,4,5,4,3,4,3,5,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
204,38.49747,-97.28225,239,0,20,33343.73,11.38860234,14,1,0,0,0,1,1,0,1,1,0,0,1,0,1,3.86023041,129.976324,822.3008694,3,3,3,5,4,3,3,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
206,42.8425,-84.15529000000001,2817,0,88,31934.04,10.79191234,18,1,0,0,0,0,1,0,1,1,1,0,1,0,1,3.0430631669999997,174.975543,617.542543,4,3,3,3,3,4,3,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
207,39.404540000000004,-75.86757,884,1,54,26676.4,9.982341124,8,0,0,0,1,0,1,1,0,0,0,0,1,0,0,5.827112819,169.944668,758.4775985,2,3,2,3,5,2,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
208,41.08112,-82.71561,11245,1,46,67211.95,6.511921085,12,0,1,0,1,1,1,1,1,0,1,0,0,1,0,4.648958177,162.511928,894.6733856000001,5,5,5,4,3,4,4,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
209,40.89645,-73.7804,19215,2,75,31136.77,10.70500472,14,1,0,0,1,0,1,0,1,0,0,0,1,0,1,11.96274778,119.95683999999999,1639.898269,4,4,4,4,2,5,5,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
210,45.77019,-92.40004,2733,5,66,40660.84,11.58410296,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.525864256,137.439154,710.7541633,4,3,4,3,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211,38.411390000000004,-78.1835,1204,0,51,10606.59,8.01651453,12,1,1,1,1,0,1,1,1,1,0,1,1,0,0,8.038308899,207.46728000000002,1092.226042,4,3,3,5,3,5,5,4,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
213,43.04942,-111.00228999999999,1028,0,75,13612.16,12.63643487,18,0,0,0,0,0,1,0,1,1,1,1,1,1,1,19.83504645,225.178625,2301.8507210000002,3,2,2,2,5,3,2,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
214,42.12534,-72.65026999999999,28666,3,54,13765.39,16.68178185,8,2,0,0,1,0,0,1,0,0,1,0,1,1,1,15.85002222,232.63780699999998,2401.406545,5,4,5,5,2,4,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
215,34.73183,-106.8878,44451,2,73,53019.98,11.08409914,10,2,1,0,1,1,1,0,0,0,0,1,1,0,0,15.94935291,117.47203600000002,1535.788894,4,4,3,2,5,3,2,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
216,30.595959999999998,-101.77778,266,0,53,42523.02,12.99948061,12,1,1,0,1,0,1,1,0,0,0,1,0,0,1,11.94550648,137.469817,1536.589816,3,4,4,3,3,4,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
217,27.944490000000002,-82.79241,33649,8,33,52143.7,11.17949466,14,1,1,0,1,0,1,0,0,0,1,0,1,1,0,16.03360405,220.132293,2153.778421,3,4,4,4,3,2,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
218,40.9206,-82.19339000000001,1994,5,41,19097.94,7.369412654,13,0,1,0,1,1,1,1,0,0,0,0,0,0,0,21.29342532,124.960655,2409.195918,3,2,3,2,5,4,2,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
219,31.007309999999997,-96.68717,1869,1,59,11301.4,9.84688181,11,0,0,1,1,1,1,1,1,1,1,1,1,0,0,4.95598008,199.990219,1342.862457,4,5,4,4,3,4,3,4,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
220,35.13427,-76.9857,27590,3,23,17814.0,18.19542503,14,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2.73951266,159.947583,1046.054674,1,2,2,4,4,3,3,4,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
221,42.10714,-83.29339,21792,1,32,22533.05,13.53989069,13,1,1,0,0,0,0,0,1,1,1,0,1,1,0,4.973046104,245.145743,1204.479468,3,3,3,3,3,2,3,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
222,39.75343,-87.162,8770,3,51,19974.4,5.458806701,10,2,0,0,1,0,1,1,1,0,1,0,1,1,0,10.28430068,255.155493,1616.908193,3,3,2,3,4,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
223,26.16549,-80.11383000000001,3378,1,46,45146.99,12.077285400000001,11,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2.581692044,134.950905,345.0099528,3,4,2,5,3,4,3,3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
224,34.299609999999994,-94.3172,1748,3,37,10330.1,6.918984305,9,1,0,0,1,1,1,1,0,0,0,0,0,1,0,6.945736396,159.947583,1427.088655,4,5,4,4,3,3,4,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
225,37.32677,-82.86426999999999,1598,0,53,15281.28,14.84155042,8,3,0,0,0,0,1,1,1,0,0,1,0,0,1,9.999416271,139.987503,1452.334634,4,4,4,4,4,3,3,4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
226,31.60806,-92.56734,4335,1,62,11217.96,12.66717474,15,2,0,0,0,1,1,1,0,0,0,0,0,1,0,6.035737465,179.947583,795.4957357999999,2,3,2,4,4,2,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
227,40.02532,-79.70475,2299,1,57,17516.0,11.43786808,13,0,1,0,0,1,0,0,0,1,1,0,0,0,1,9.004964377,127.473844,1333.894229,5,6,4,4,5,5,5,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
228,39.77433,-83.14164,12275,2,80,20566.64,6.915228797,10,1,0,0,1,0,1,1,0,0,1,0,1,1,0,5.071456681,232.63780699999998,1402.20491,4,4,4,4,2,4,6,4,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
229,41.06205,-87.27353000000001,1065,1,43,36128.68,11.30215199,12,1,1,0,1,1,1,1,1,1,1,1,0,0,1,12.02106494,195.006206,1447.196935,4,3,2,3,4,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
230,38.89655,-77.25486,24438,1,35,52129.84,9.513085538,10,1,0,1,1,1,1,1,0,1,1,1,1,1,1,5.049303717,267.642733,1662.510936,4,4,2,3,4,3,4,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
231,26.21204,-80.2696,47974,1,63,25985.06,9.497106973,11,1,0,0,0,1,1,0,1,0,0,0,0,1,0,18.17247008,149.959755,1707.641161,3,3,3,4,4,4,3,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
232,42.15018,-93.29745,788,1,63,10909.79,12.21852573,15,2,0,0,1,0,1,1,0,0,0,0,1,1,1,15.31997698,220.11486800000003,2181.752793,3,4,5,4,3,3,3,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
233,47.361270000000005,-92.95286999999999,16882,1,27,41151.14,8.272244827,11,3,0,0,0,0,1,1,0,0,1,0,0,0,0,16.0708543,157.48359399999998,1575.683555,3,3,4,6,2,4,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
234,33.90457,-97.43061,165,4,19,64063.23,10.24857935,14,3,0,0,1,0,1,0,0,0,0,1,0,1,0,7.873371451000001,127.474951,1029.489242,2,3,3,5,3,4,3,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
235,40.84368,-93.28374000000001,109,1,40,20414.07,6.743431946,12,1,1,1,0,0,1,0,0,1,1,0,1,0,1,23.62866494,139.98157700000002,2370.184448,2,2,1,5,5,2,2,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
236,40.81924,-74.36372,11116,0,42,41412.1,12.470352199999999,8,1,0,0,0,0,1,1,0,1,1,0,1,1,1,25.863456600000003,255.133571,3309.919373,2,3,3,2,5,2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
